path	outcome	solver_names	models	engines	relations	ms	detail
Career/Balance Agent/Projects/1.0 Britbox/1.5.0 Customer Service/1.0 Research/1.2 Issue Logs/BritBox_Issues_Cleaned.xlsx	transientFailure	0	0			417	Error Domain=NSCocoaErrorDomain Code=256 "The file “BritBox_Issues_Cleaned.xlsx” couldn’t be opened." UserInfo={NSFilePath=/Users/jpurnell/Documents/Career/Balance Agent/Projects/1.0 Britbox/1.5.0 Customer Service/1.0 Research/1.2 Issue Logs/BritBox_Issues_Cleaned.xlsx, NSURL=file:///Users/jpurnell/Documents/Career/Balance%20Agent/Projects/1.0%20Britbox/1.5.0%20Customer%20Service/1.0%20Research/1.2%20Issue%20Logs/BritBox_Issues_Cleaned.xlsx, NSUnderlyingError=0x76588cfd50 {Error Domain=NSPOSIXErrorDomain Code=60 "Operation timed out"}}
Career/Balance Agent/Projects/1.0 Britbox/1.5.0 Customer Service/1.0 Research/1.2 Issue Logs/ReportViewer.xlsx	transientFailure	0	0			579	Error Domain=NSCocoaErrorDomain Code=256 "The file “ReportViewer.xlsx” couldn’t be opened." UserInfo={NSFilePath=/Users/jpurnell/Documents/Career/Balance Agent/Projects/1.0 Britbox/1.5.0 Customer Service/1.0 Research/1.2 Issue Logs/ReportViewer.xlsx, NSURL=file:///Users/jpurnell/Documents/Career/Balance%20Agent/Projects/1.0%20Britbox/1.5.0%20Customer%20Service/1.0%20Research/1.2%20Issue%20Logs/ReportViewer.xlsx, NSUnderlyingError=0x76588cfdb0 {Error Domain=NSPOSIXErrorDomain Code=60 "Operation timed out"}}
Career/Balance Agent/Projects/1.0 Britbox/1.5.0 Customer Service/1.0 Research/Contact Center Scorecard.xlsx	transientFailure	0	0			521	Error Domain=NSCocoaErrorDomain Code=256 "The file “Contact Center Scorecard.xlsx” couldn’t be opened." UserInfo={NSFilePath=/Users/jpurnell/Documents/Career/Balance Agent/Projects/1.0 Britbox/1.5.0 Customer Service/1.0 Research/Contact Center Scorecard.xlsx, NSURL=file:///Users/jpurnell/Documents/Career/Balance%20Agent/Projects/1.0%20Britbox/1.5.0%20Customer%20Service/1.0%20Research/Contact%20Center%20Scorecard.xlsx, NSUnderlyingError=0x76588cfe10 {Error Domain=NSPOSIXErrorDomain Code=60 "Operation timed out"}}
Career/Balance Agent/Projects/1.0 Britbox/1.5.0 Customer Service/2.0 Deck/Customer Service Deck.xlsx	transientFailure	0	0			596	Error Domain=NSCocoaErrorDomain Code=256 "The file “Customer Service Deck.xlsx” couldn’t be opened." UserInfo={NSFilePath=/Users/jpurnell/Documents/Career/Balance Agent/Projects/1.0 Britbox/1.5.0 Customer Service/2.0 Deck/Customer Service Deck.xlsx, NSURL=file:///Users/jpurnell/Documents/Career/Balance%20Agent/Projects/1.0%20Britbox/1.5.0%20Customer%20Service/2.0%20Deck/Customer%20Service%20Deck.xlsx, NSUnderlyingError=0x76588cfe70 {Error Domain=NSPOSIXErrorDomain Code=60 "Operation timed out"}}
Career/Balance Agent/Projects/1.0 Britbox/1.5.0 Customer Service/Contact Center Model.xlsx	transientFailure	0	0			599	Error Domain=NSCocoaErrorDomain Code=256 "The file “Contact Center Model.xlsx” couldn’t be opened." UserInfo={NSFilePath=/Users/jpurnell/Documents/Career/Balance Agent/Projects/1.0 Britbox/1.5.0 Customer Service/Contact Center Model.xlsx, NSURL=file:///Users/jpurnell/Documents/Career/Balance%20Agent/Projects/1.0%20Britbox/1.5.0%20Customer%20Service/Contact%20Center%20Model.xlsx, NSUnderlyingError=0x76588cfed0 {Error Domain=NSPOSIXErrorDomain Code=60 "Operation timed out"}}
Career/Balance Agent/Projects/1.0 Britbox/1.5.0 Customer Service/Customer Service Deck.xlsx	ok	0	0			128	
Career/Balance Agent/Projects/2.0 NBCU OTS/Article Page/Article Page Requirements.xlsx	transientFailure	0	0			469	Error Domain=NSCocoaErrorDomain Code=256 "The file “Article Page Requirements.xlsx” couldn’t be opened." UserInfo={NSFilePath=/Users/jpurnell/Documents/Career/Balance Agent/Projects/2.0 NBCU OTS/Article Page/Article Page Requirements.xlsx, NSURL=file:///Users/jpurnell/Documents/Career/Balance%20Agent/Projects/2.0%20NBCU%20OTS/Article%20Page/Article%20Page%20Requirements.xlsx, NSUnderlyingError=0x76588cffc0 {Error Domain=NSPOSIXErrorDomain Code=60 "Operation timed out"}}
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/1.0 Project Management/1.0.1 Status Documents/Content Commerce Documentation/EDI/KWI Feeds_07232018.xlsx	ok	0	0			48	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/1.0 Project Management/1.0.1 Status Documents/Content Commerce Documentation/EDI/NBC UNIVERSAL CLIENT ONBOARDING INFORMATION.xlsx	ok	0	0			23	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/1.0 Project Management/1.0.1 Status Documents/Content Commerce Documentation/KWI Documentation/Archive/NBCU Retailer-Brand Feeds_08092018.xlsx	transientFailure	0	0			534	Error Domain=NSCocoaErrorDomain Code=256 "The file “NBCU Retailer-Brand Feeds_08092018.xlsx” couldn’t be opened." UserInfo={NSFilePath=/Users/jpurnell/Documents/Career/Balance Agent/Projects/3.0 NBCU Content Commerce/1.0 Project Management/1.0.1 Status Documents/Content Commerce Documentation/KWI Documentation/Archive/NBCU Retailer-Brand Feeds_08092018.xlsx, NSURL=file:///Users/jpurnell/Documents/Career/Balance%20Agent/Projects/3.0%20NBCU%20Content%20Commerce/1.0%20Project%20Management/1.0.1%20Status%20Documents/Content%20Commerce%20Documentation/KWI%20Documentation/Archive/NBCU%20Retailer-Brand%20Feeds_08092018.xlsx, NSUnderlyingError=0x7658518150 {Error Domain=NSPOSIXErrorDomain Code=60 "Operation timed out"}}
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/1.0 Project Management/1.0.1 Status Documents/Content Commerce Documentation/KWI Documentation/Archive/NBCU Vendor Feeds_Example.xlsx	ok	0	0			49	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/1.0 Project Management/1.0.1 Status Documents/Content Commerce Documentation/KWI Documentation/KWI - Initial Content/BRAVO/Bravo_Content_Audit.xlsx	transientFailure	0	0			935	Error Domain=NSCocoaErrorDomain Code=256 "The file “Bravo_Content_Audit.xlsx” couldn’t be opened." UserInfo={NSFilePath=/Users/jpurnell/Documents/Career/Balance Agent/Projects/3.0 NBCU Content Commerce/1.0 Project Management/1.0.1 Status Documents/Content Commerce Documentation/KWI Documentation/KWI - Initial Content/BRAVO/Bravo_Content_Audit.xlsx, NSURL=file:///Users/jpurnell/Documents/Career/Balance%20Agent/Projects/3.0%20NBCU%20Content%20Commerce/1.0%20Project%20Management/1.0.1%20Status%20Documents/Content%20Commerce%20Documentation/KWI%20Documentation/KWI%20-%20Initial%20Content/BRAVO/Bravo_Content_Audit.xlsx, NSUnderlyingError=0x76585182a0 {Error Domain=NSPOSIXErrorDomain Code=60 "Operation timed out"}}
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/1.0 Project Management/1.0.1 Status Documents/Content Commerce Documentation/KWI Documentation/KWI - Initial Content/GOLF/Golf_Content_Audit.xlsx	transientFailure	0	0			819	Error Domain=NSCocoaErrorDomain Code=256 "The file “Golf_Content_Audit.xlsx” couldn’t be opened." UserInfo={NSFilePath=/Users/jpurnell/Documents/Career/Balance Agent/Projects/3.0 NBCU Content Commerce/1.0 Project Management/1.0.1 Status Documents/Content Commerce Documentation/KWI Documentation/KWI - Initial Content/GOLF/Golf_Content_Audit.xlsx, NSURL=file:///Users/jpurnell/Documents/Career/Balance%20Agent/Projects/3.0%20NBCU%20Content%20Commerce/1.0%20Project%20Management/1.0.1%20Status%20Documents/Content%20Commerce%20Documentation/KWI%20Documentation/KWI%20-%20Initial%20Content/GOLF/Golf_Content_Audit.xlsx, NSUnderlyingError=0x7658518330 {Error Domain=NSPOSIXErrorDomain Code=60 "Operation timed out"}}
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/1.0 Project Management/1.0.1 Status Documents/Content Commerce Documentation/KWI Documentation/Multi Line Order Feed Example.xlsx	ok	0	0			21	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/1.0 Project Management/1.0.1 Status Documents/Content Commerce Documentation/KWI Documentation/NBCU Retailer-Brand Feeds_08152018.xlsx	ok	0	0			4916	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/1.0 Project Management/1.0.1 Status Documents/Content Commerce Documentation/KWI Documentation/Reporting Request - 4.25.18.xlsx	ok	0	0			14	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/1.0 Project Management/1.0.1 Status Documents/Content Commerce Documentation/KWI Documentation/Systems Integrations & Flows/eCom Integrations Data Process Flows v2018 0215 for Box.xlsx	ok	0	0			2802	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/1.0 Project Management/1.0.1 Status Documents/Content Commerce Documentation/KWI Documentation/Vendor Reconcilliation Report (Example) - 4.13.18.xlsx	ok	0	0			10	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/1.0 Project Management/1.0.1 Status Documents/Content Commerce Documentation/Security/Cloudflare - Web Application Firewall (WAF)/Cloudflare_Intake_New.xlsx	ok	0	0			2	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/1.0 Project Management/1.0.1 Status Documents/Content Commerce Documentation/Systems Integrations & Flows/eCom Integrations Data Process Flows v2018 0215 for Box.xlsx	ok	0	0			18	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/1.0 Project Management/1.4 Production Switchover/NBCU Project Plan – Production.xlsx	ok	0	0			16	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/1.0 Project Management/1.5 JIRA Best Practices/QA Plan.xlsx	transientFailure	0	0			29292	Error Domain=NSCocoaErrorDomain Code=256 "The file “QA Plan.xlsx” couldn’t be opened." UserInfo={NSFilePath=/Users/jpurnell/Documents/Career/Balance Agent/Projects/3.0 NBCU Content Commerce/1.0 Project Management/1.5 JIRA Best Practices/QA Plan.xlsx, NSURL=file:///Users/jpurnell/Documents/Career/Balance%20Agent/Projects/3.0%20NBCU%20Content%20Commerce/1.0%20Project%20Management/1.5%20JIRA%20Best%20Practices/QA%20Plan.xlsx, NSUnderlyingError=0x7650100ba0 {Error Domain=NSPOSIXErrorDomain Code=60 "Operation timed out"}}
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/1.0 Project Management/Content Commerce User Permissions.xlsx	transientFailure	0	0			601	Error Domain=NSCocoaErrorDomain Code=256 "The file “Content Commerce User Permissions.xlsx” couldn’t be opened." UserInfo={NSFilePath=/Users/jpurnell/Documents/Career/Balance Agent/Projects/3.0 NBCU Content Commerce/1.0 Project Management/Content Commerce User Permissions.xlsx, NSURL=file:///Users/jpurnell/Documents/Career/Balance%20Agent/Projects/3.0%20NBCU%20Content%20Commerce/1.0%20Project%20Management/Content%20Commerce%20User%20Permissions.xlsx, NSUnderlyingError=0x7650100c30 {Error Domain=NSPOSIXErrorDomain Code=60 "Operation timed out"}}
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/2.0 Retailer Onboarding/2.2 KWI Vendor Feed Adapters/2.1.0 Feed Documents/KWICommerceVendorFeeds (1).xlsx	ok	0	0			16	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/2.0 Retailer Onboarding/2.2 KWI Vendor Feed Adapters/2.1.0 Feed Documents/NBCU Retailer-Brand Feeds_08152018.xlsx	ok	0	0			52	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/2.0 Retailer Onboarding/2.2 KWI Vendor Feed Adapters/2.1.1 Shopify Integration/0.0 Specs/KWICommerceVendorFeeds (1).xlsx	ok	0	0			12	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/2.0 Retailer Onboarding/2.2 KWI Vendor Feed Adapters/2.1.1 Shopify Integration/0.0 Specs/KWICommerceVendorFeeds v. Shopify Feeds.xlsx	ok	0	0			15	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/2.0 Retailer Onboarding/2.2 KWI Vendor Feed Adapters/2.1.1 Shopify Integration/0.0 Specs/Product Feed Fields.xlsx	transientFailure	0	0			547	Error Domain=NSCocoaErrorDomain Code=256 "The file “Product Feed Fields.xlsx” couldn’t be opened." UserInfo={NSFilePath=/Users/jpurnell/Documents/Career/Balance Agent/Projects/3.0 NBCU Content Commerce/2.0 Retailer Onboarding/2.2 KWI Vendor Feed Adapters/2.1.1 Shopify Integration/0.0 Specs/Product Feed Fields.xlsx, NSURL=file:///Users/jpurnell/Documents/Career/Balance%20Agent/Projects/3.0%20NBCU%20Content%20Commerce/2.0%20Retailer%20Onboarding/2.2%20KWI%20Vendor%20Feed%20Adapters/2.1.1%20Shopify%20Integration/0.0%20Specs/Product%20Feed%20Fields.xlsx, NSUnderlyingError=0x7658518480 {Error Domain=NSPOSIXErrorDomain Code=60 "Operation timed out"}}
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/2.0 Retailer Onboarding/2.2 KWI Vendor Feed Adapters/2.1.1 Shopify Integration/0.1 Keys/Shopify Partner Data (Justin Purnell's conflicted copy).xlsx	ok	0	0			68	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/2.0 Retailer Onboarding/2.2 KWI Vendor Feed Adapters/2.1.1 Shopify Integration/0.1 Keys/Shopify Partner Data.xlsx	ok	0	0			64	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/2.0 Retailer Onboarding/2.2 KWI Vendor Feed Adapters/2.1.1 Shopify Integration/0.2 Sample Feed Responses/Iterations/products01.xlsx	ok	0	0			10	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/2.0 Retailer Onboarding/2.2 KWI Vendor Feed Adapters/2.1.1 Shopify Integration/0.2 Sample Feed Responses/Sample Order and Shippng Response.xlsx	ok	0	0			5	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/2.0 Retailer Onboarding/2.2 KWI Vendor Feed Adapters/2.1.3 Flat File Integration/Jofit Feed/From ERP Sierra Raw.xlsx	ok	0	0			45	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/2.0 Retailer Onboarding/Vendor Onboarding Steps.xlsx	ok	0	0			49	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/3.0 CMS Development/3.0.0 Requirements/KWI SOW Review.xlsx	transientFailure	0	0			356	Error Domain=NSCocoaErrorDomain Code=256 "The file “KWI SOW Review.xlsx” couldn’t be opened." UserInfo={NSFilePath=/Users/jpurnell/Documents/Career/Balance Agent/Projects/3.0 NBCU Content Commerce/3.0 CMS Development/3.0.0 Requirements/KWI SOW Review.xlsx, NSURL=file:///Users/jpurnell/Documents/Career/Balance%20Agent/Projects/3.0%20NBCU%20Content%20Commerce/3.0%20CMS%20Development/3.0.0%20Requirements/KWI%20SOW%20Review.xlsx, NSUnderlyingError=0x7650101230 {Error Domain=NSPOSIXErrorDomain Code=60 "Operation timed out"}}
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/3.0 CMS Development/3.0.0 Requirements/NBC Content Commerce CMS Requirements 7.30.18.xlsx	ok	0	0			216	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/3.0 CMS Development/3.0.0 Requirements/NBC Content Commerce CMS Requirements.xlsx	ok	0	0			166	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/3.0 CMS Development/3.0.0 Requirements/NBC Content Commerce CMS Scorecard.xlsx	ok	0	0			306	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/3.0 CMS Development/3.0.0 Requirements/Research/CMS/NBC Content Management System CMS Scorecard.xlsx	ok	0	0			306	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/3.0 CMS Development/3.0.0 Requirements/Research/raid-log-template.xlsx	ok	0	0			8	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/3.0 CMS Development/3.0.0 Requirements/nbc content commerce cms scorecard 2.xlsx	ok	0	0			2812	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/3.0 CMS Development/3.0.3 Sprint Planning/HOT LIST 7.11.18.xlsx	ok	0	0			3	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/3.0 CMS Development/3.0.3 Sprint Planning/JIRA - NBC Bug Tickets 7.25.18.xlsx	ok	0	0			22	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/3.0 CMS Development/3.0.3 Sprint Planning/NBC Sprint planning 07252018.xlsx	ok	0	0			2	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/3.0 CMS Development/3.3 Design/Design Reconciliation.xlsx	ok	0	0			85	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/4.0 General Product/4.1 Avalara/Avalara_Good_Service.xlsx	ok	0	0			2506	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/4.0 General Product/4.13 SEO/PDP URL Issue.xlsx	ok	0	0			58	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/4.0 General Product/4.13 SEO/Technical SEO Roadmap __ Shop with Golf.xlsx	ok	0	0			1736	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/4.0 General Product/4.14 UTM Codes/Transactional Email UTM Codes.xlsx	ok	0	0			1553	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/4.0 General Product/ADA Compliance/Comcast NBC U Batch 1 - 2019-01-17_v2.xlsx	ok	0	0			1623	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/4.0 General Product/ADA Compliance/Comcast NBC U Batch 1_v2/Comcast NBC U Batch 1 - 2019-01-17_v2.xlsx	ok	0	0			1507	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/4.0 General Product/Content Commerce/Order Testing/Orders without Shipment Data.xlsx	ok	0	0			1570	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/4.0 General Product/Content Commerce/Product Feed Issues/New Products/New Product Magnitude Assessment.xlsx	ok	0	0			46	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/4.0 General Product/Content Commerce/Product Feed Issues/Product Feed Issues.xlsx	ok	0	0			47	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/4.0 General Product/Content Commerce/Returns Test/Cancellations.xlsx	ok	0	0			0	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/4.0 General Product/Content Commerce/Returns Test/Copy of Returns Requirements - NBCU.xlsx	ok	0	0			140	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/4.0 General Product/Content Commerce/Returns Test/Returns.xlsx	ok	0	0			1	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/4.0 General Product/PreProd, Post-Migration.xlsx	ok	0	0			48	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/6.0 Mirakl Integration/Potential Taxonomy/amazon_product_Classification.xlsx	ok	0	0			42178	
Career/Balance Agent/Projects/4.0 NBC Sports MarCom Audit/Golf Channel Audit.xlsx	ok	0	0			2188	
Career/Balance Agent/Projects/4.0 NBC Sports MarCom Audit/NBC Sports Marketing Technology Audit.xlsx	ok	0	0			1301	
Career/Balance Agent/Projects/4.0 NBC Sports MarCom Audit/Sports Group MarCom Audit.xlsx	ok	0	0			47	
Career/Balance Agent/Projects/4.0 NBC Sports MarCom Audit/SportsEngine Marketing Stack.xlsx	ok	0	0			118	
Career/CNBCU/Administrative/Management/MBA First Rotation Graduate Profile Matches.xlsx	ok	0	0			13	
Career/CNBCU/Administrative/Management/Rotation Program Contact Spreadsheet.xlsx	ok	0	0			59	
Career/CNBCU/Administrative/Personal Development/Career Management/Comcast Open Reqs 3-20-17 (Autosaved).xlsx	ok	0	0			5273	
Career/CNBCU/Administrative/Personal Development/Career Management/NBCU Weekly Open Req Report 03.06.xlsx	ok	0	0			147	
Career/CNBCU/Administrative/Personal Development/Continuing Education/Ad Sales Model.xlsx	ok	0	0			2134	
Career/CNBCU/Administrative/Personal Development/Continuing Education/Ride Outs/Manchester Call Center Data.xlsx	ok	0	0			1740	
Career/CNBCU/Administrative/Personal Development/Org Chart – NBCU.xlsx	ok	0	0			1448	
Career/CNBCU/Administrative/Secret Share/0.2.0 External Research/4Q13_Trending_Schedule.xlsx	ok	12	1	grgNonlinear		2498	
Career/CNBCU/Administrative/Secret Share/0.2.0 External Research/CMCSA Model.xlsx	ok	0	0			51	
Career/CNBCU/Administrative/Secret Share/3.0.0 EBI Overlay Project/Media Rankers FNC 2014.05.20.xlsx	ok	0	0			1827	
Career/CNBCU/Administrative/Secret Share/3.0.0 EBI Overlay Project/Media Rankers Pilot - Hispanic Network Viewers - 041114.xlsx	ok	0	0			2349	
Career/CNBCU/Projects/0.0 Overall/0.0 Performance/NBCU Weekly Open Req Report 05.01.17.xlsx	ok	0	0			1637	
Career/CNBCU/Projects/0.0 Overall/0.0 Recruiting/0.0.1 RLP/0.0.1.4 2018 Class/Engineer Model.xlsx	ok	0	0			1736	
Career/CNBCU/Projects/0.0 Overall/0.0 Recruiting/Consortium/Class of 2017 Segmentation Report.xlsx	ok	0	0			48	
Career/CNBCU/Projects/0.0 Overall/0.0 Templates/Workbook Template copy.xlsx	ok	0	0			4	
Career/CNBCU/Projects/0.0 Overall/0.0 Templates/Workbook Template.xlsx	ok	0	0			45	
Career/CNBCU/Projects/0.0 Overall/0.6 Random/Media Math Sheet.xlsx	ok	0	0			1447	
Career/CNBCU/Projects/0.0 Overall/0.8 NBCU Strategy/Ad Strategy/Executive Summary_0528.xlsx	ok	0	0			539	
Career/CNBCU/Projects/0.0 Overall/0.8 NBCU Strategy/Gaming/Nintendo Ask/Model/Archive/Peach Licensing Model_v1.xlsx	ok	0	0			1543	
Career/CNBCU/Projects/0.0 Overall/0.8 NBCU Strategy/Gaming/Nintendo Ask/Model/Archive/Peach Licensing Model_v2.xlsx	ok	0	0			1742	
Career/CNBCU/Projects/0.0 Overall/0.8 NBCU Strategy/Gaming/Nintendo Ask/Model/Archive/Peach Licensing Model_v3.xlsx	ok	0	0			42	
Career/CNBCU/Projects/0.0 Overall/0.8 NBCU Strategy/Gaming/Nintendo Ask/Model/Archive/Peach Licensing Model_v4.xlsx	ok	0	0			63	
Career/CNBCU/Projects/0.0 Overall/0.8 NBCU Strategy/Gaming/Nintendo Ask/Model/Peach Licensing Model_v5.xlsx	ok	0	0			27768	
Career/CNBCU/Projects/0.0 Overall/0.8 NBCU Strategy/Gaming/Nintendo Ask/Model/Peach Licensing Model_v6.xlsx	ok	0	0			1811	
Career/CNBCU/Projects/0.0 Overall/0.8 NBCU Strategy/Gaming/Nintendo Ask/Model/Peach Licensing Model_v7.xlsx	ok	0	0			2609	
Career/CNBCU/Projects/0.0 Overall/0.8 NBCU Strategy/Gaming/Nintendo Ask/Model/notes.xlsx	ok	0	0			2	
